Survived,Pclass,Sex,Fare,Embarked,Initial,Family_Size,Alone
1,1,1,120.0,0.0,2,3,0
0,3,1,34.375,0.0,2,4,0
1,2,1,18.75,0.0,1,5,0
0,1,0,263.0,0.0,0,5,0
0,2,0,10.5,0.0,0,0,1
1,2,1,26.25,0.0,1,2,0
0,3,0,9.5,0.0,0,0,1
0,3,0,7.775,0.0,0,1,0
1,2,1,13.0,0.0,2,0,1
1,3,0,8.1125,0.0,0,0,1
1,1,0,81.8583,0.0,3,2,0
1,2,1,19.5,0.0,2,1,0
1,1,0,26.55,0.0,0,0,1
1,3,1,19.2583,1.0,2,3,0
1,1,0,30.5,0.0,0,0,1
0,2,0,27.75,0.0,0,3,0
0,3,0,19.9667,0.0,0,1,0
0,1,0,27.75,1.0,0,0,1
1,1,0,89.1042,1.0,0,1,0
0,3,0,8.05,0.0,0,0,1
1,3,0,7.8958,1.0,0,0,1
0,1,0,26.55,0.0,0,0,1
1,1,1,51.8625,0.0,1,1,0
1,2,1,10.5,0.0,2,0,1
0,3,0,7.75,2.0,0,0,1
1,1,0,26.55,0.0,0,0,1
0,3,0,8.05,0.0,0,0,1
0,1,0,38.5,0.0,0,0,1
0,2,0,13.0,0.0,0,0,1
0,3,0,8.05,0.0,0,0,1
0,3,0,7.05,0.0,0,0,1
0,2,0,0.0,0.0,0,0,1
0,1,0,26.55,0.0,0,0,1
0,3,0,7.725,2.0,0,0,1
1,3,1,19.2583,1.0,2,3,0
0,3,0,7.25,0.0,0,0,1
0,3,0,8.6625,0.0,0,0,1
1,2,1,27.75,0.0,1,3,0
1,2,1,13.7917,1.0,1,0,1
0,3,1,9.8375,0.0,2,0,1
0,1,0,52.0,0.0,0,0,1
0,2,0,21.0,0.0,0,1,0
0,3,0,7.0458,0.0,0,1,0
0,3,0,7.5208,0.0,0,0,1
1,3,1,12.2875,0.0,2,1,0
0,3,0,46.9,0.0,3,7,0
0,2,0,0.0,0.0,0,0,1
0,3,0,8.05,0.0,0,0,1
1,3,1,9.5875,0.0,1,0,1
1,1,0,91.0792,1.0,0,1,0
0,3,1,25.4667,0.0,2,4,0
1,1,1,90.0,0.0,1,1,0
0,1,0,29.7,1.0,0,0,1
0,3,0,8.05,0.0,0,0,1
1,3,0,15.9,0.0,3,2,0
0,3,0,19.9667,0.0,0,1,0
0,3,0,7.25,0.0,0,0,1
0,1,0,30.5,0.0,0,0,1
0,1,0,49.5042,1.0,0,0,1
0,3,0,8.05,0.0,0,0,1
0,3,0,14.4583,1.0,0,0,1
1,1,1,78.2667,1.0,2,1,0
0,3,0,15.1,0.0,0,0,1
0,1,1,151.55,0.0,1,3,0
0,3,0,7.7958,0.0,0,0,1
0,3,0,8.6625,0.0,0,0,1
0,3,1,7.75,2.0,2,0,1
0,3,1,7.6292,2.0,2,0,1
0,3,1,9.5875,0.0,2,0,1
1,1,1,86.5,0.0,2,0,1
0,1,0,108.9,1.0,0,1,0
1,2,1,26.0,0.0,1,2,0
1,1,0,26.55,0.0,0,0,1
0,3,0,22.525,0.0,0,0,1
1,3,0,56.4958,0.0,0,0,1
1,3,0,7.75,2.0,0,0,1
0,3,0,8.05,0.0,0,0,1
1,1,0,26.2875,0.0,0,0,1
1,1,1,59.4,1.0,1,1,0
0,3,0,7.4958,0.0,0,0,1
0,1,0,34.0208,0.0,0,0,1
1,2,1,10.5,0.0,1,0,1
0,3,0,24.15,2.0,0,0,1
1,2,1,26.0,0.0,1,1,0
0,3,0,7.8958,0.0,0,0,1
1,1,1,93.5,0.0,2,0,1
0,3,0,7.8958,0.0,0,0,1
0,3,0,7.225,1.0,0,0,1
1,1,1,57.9792,1.0,1,1,0
0,3,0,7.2292,1.0,0,0,1
0,3,0,7.75,2.0,0,0,1
1,2,1,10.5,0.0,2,0,1
0,1,0,221.7792,0.0,0,0,1
0,3,0,7.925,0.0,0,0,1
0,2,0,11.5,0.0,0,3,0
1,2,1,26.0,0.0,2,2,0
0,3,0,7.2292,1.0,0,0,1
0,3,0,7.2292,1.0,0,2,0
1,3,1,22.3583,1.0,1,2,0
0,3,1,8.6625,0.0,2,0,1
1,2,1,26.25,0.0,2,2,0
0,1,0,26.55,0.0,0,0,1
1,1,1,106.425,1.0,2,0,1
0,3,0,14.5,0.0,0,0,1
1,1,1,49.5,1.0,2,2,0
1,1,1,71.0,0.0,2,2,0
0,3,1,31.275,0.0,2,6,0
0,3,1,31.275,0.0,2,6,0
1,2,0,26.0,0.0,0,1,0
0,1,0,106.425,1.0,0,1,0
0,1,0,26.0,0.0,0,0,1
1,2,1,26.0,0.0,1,1,0
1,2,0,13.8625,1.0,0,0,1
0,3,0,20.525,0.0,0,2,0
1,2,0,36.75,0.0,3,2,0
1,1,0,110.8833,1.0,0,2,0
0,2,0,26.0,0.0,0,0,1
0,3,0,7.8292,2.0,0,0,1
1,3,0,7.225,1.0,0,0,1
1,3,1,7.775,0.0,2,0,1
0,1,0,26.55,0.0,0,0,1
1,1,1,39.6,1.0,1,1,0
0,1,0,227.525,1.0,0,0,1
1,1,1,79.65,0.0,1,2,0
1,3,1,17.4,0.0,1,1,0
0,3,0,7.75,2.0,0,0,1
0,3,0,7.8958,0.0,0,0,1
0,2,0,13.5,0.0,0,0,1
0,3,0,8.05,0.0,0,0,1
0,3,1,8.05,0.0,2,0,1
0,3,0,24.15,0.0,0,2,0
0,3,0,7.8958,0.0,0,0,1
0,3,1,21.075,0.0,1,4,0
0,3,0,7.2292,1.0,0,0,1
1,3,0,7.8542,0.0,0,0,1
1,2,0,10.5,0.0,0,0,1
1,1,1,51.4792,0.0,1,2,0
1,1,0,26.3875,0.0,0,0,1
1,3,1,7.75,2.0,2,0,1
0,3,0,8.05,0.0,0,0,1
0,3,0,14.5,0.0,0,0,1
1,2,1,13.0,0.0,2,0,1
1,1,1,55.9,0.0,1,1,0
0,3,1,14.4583,1.0,1,1,0
1,3,0,7.925,0.0,0,0,1
1,2,1,30.0,0.0,2,2,0
1,1,1,110.8833,1.0,1,2,0
0,2,0,26.0,0.0,0,0,1
0,1,0,40.125,1.0,0,0,1
0,3,0,8.7125,1.0,0,0,1
1,1,1,79.65,0.0,2,2,0
0,2,0,15.0,0.0,0,0,1
1,1,0,79.2,1.0,0,2,0
0,3,0,8.05,0.0,0,0,1
0,3,0,8.05,0.0,0,0,1
0,3,0,7.125,0.0,0,0,1
1,1,1,78.2667,1.0,1,1,0
0,3,0,7.25,0.0,0,0,1
0,3,1,7.75,2.0,2,2,0
0,2,0,26.0,0.0,0,1,0
0,3,0,24.15,0.0,0,2,0
1,2,1,33.0,0.0,2,0,1
0,3,0,0.0,0.0,0,0,1
0,3,0,7.225,1.0,0,0,1
1,1,0,56.9292,1.0,0,1,0
1,2,1,27.0,0.0,1,3,0
0,3,0,7.8958,0.0,0,0,1
0,1,0,42.4,0.0,0,0,1
0,3,0,8.05,0.0,0,0,1
1,1,0,26.55,1.0,0,0,1
0,3,0,15.55,0.0,0,1,0
0,3,0,7.8958,0.0,0,0,1
1,1,0,30.5,0.0,0,0,1
1,2,1,41.5792,1.0,1,3,0
1,1,1,153.4625,0.0,2,0,1
0,3,1,31.275,0.0,1,6,0
0,3,0,7.05,0.0,0,0,1
1,3,1,15.5,2.0,2,1,0
0,3,0,7.75,2.0,0,0,1
0,3,0,8.05,0.0,0,0,1
1,2,1,65.0,0.0,2,3,0
0,3,0,14.4,0.0,0,2,0
0,3,1,16.1,0.0,1,1,0
1,2,1,39.0,0.0,2,3,0
0,2,0,10.5,0.0,0,0,1
0,3,0,14.4542,1.0,0,1,0
1,1,0,52.5542,0.0,0,1,0
1,3,0,15.7417,1.0,0,2,0
0,3,0,7.8542,0.0,0,0,1
0,3,0,16.1,0.0,0,0,1
0,1,0,32.3208,0.0,0,0,1
0,2,0,12.35,2.0,4,0,1
1,1,1,77.9583,0.0,2,0,1
0,3,0,7.8958,0.0,0,0,1
0,3,0,7.7333,2.0,0,0,1
1,1,0,30.0,0.0,0,0,1
0,3,0,7.0542,0.0,0,0,1
1,1,0,30.5,1.0,0,0,1
0,1,0,0.0,0.0,0,0,1
0,3,1,27.9,0.0,2,5,0
1,2,1,13.0,0.0,2,0,1
0,3,0,7.925,0.0,0,0,1
0,2,0,26.25,0.0,0,2,0
0,3,1,39.6875,0.0,1,5,0
0,3,0,16.1,0.0,0,1,0
0,3,0,7.8542,0.0,0,0,1
1,1,1,69.3,1.0,2,0,1
0,3,1,27.9,0.0,2,5,0
1,3,0,56.4958,0.0,0,0,1
1,3,1,19.2583,1.0,2,3,0
1,1,0,76.7292,1.0,0,1,0
0,3,0,7.8958,0.0,0,0,1
1,1,0,35.5,1.0,4,0,1
0,3,0,7.55,0.0,0,0,1
1,3,1,7.55,0.0,2,0,1
0,3,0,7.8958,0.0,0,0,1
1,2,1,23.0,0.0,2,1,0
0,3,0,8.4333,0.0,0,0,1
1,3,1,7.8292,2.0,2,0,1
0,3,1,6.75,2.0,2,0,1
0,2,0,73.5,0.0,0,2,0
0,3,0,7.8958,0.0,0,0,1
0,3,1,15.5,2.0,1,2,0
0,2,0,13.0,0.0,0,0,1
0,1,0,113.275,1.0,0,2,0
1,1,0,133.65,0.0,0,2,0
0,3,0,7.225,1.0,0,0,1
0,1,0,25.5875,0.0,0,0,1
0,3,0,7.4958,0.0,0,0,1
1,3,0,7.925,0.0,0,1,0
0,2,0,73.5,0.0,0,2,0
0,2,0,13.0,0.0,0,0,1
0,3,0,7.775,0.0,0,0,1
0,3,0,8.05,0.0,0,0,1
1,1,1,52.0,0.0,1,1,0
1,2,1,39.0,0.0,1,2,0
0,1,0,52.0,0.0,0,1,0
0,2,0,10.5,0.0,0,0,1
1,2,0,13.0,0.0,0,0,1
0,2,0,0.0,0.0,0,0,1
0,3,0,7.775,0.0,0,0,1
0,3,0,8.05,0.0,0,0,1
1,3,1,9.8417,0.0,2,0,1
0,3,1,46.9,0.0,1,7,0
1,1,0,512.3292,1.0,0,1,0
0,3,1,8.1375,2.0,2,0,1
1,1,0,76.7292,1.0,0,0,1
0,3,0,9.225,0.0,0,0,1
0,3,0,46.9,0.0,0,7,0
0,2,0,39.0,0.0,0,2,0
0,2,0,41.5792,1.0,0,3,0
0,3,0,39.6875,0.0,0,5,0
0,3,0,10.1708,0.0,0,0,1
0,3,0,7.7958,0.0,0,0,1
1,1,1,211.3375,0.0,2,1,0
1,1,0,57.0,0.0,0,1,0
1,3,1,13.4167,1.0,2,1,0
1,3,0,56.4958,0.0,0,0,1
0,3,0,7.225,1.0,0,0,1
0,1,0,26.55,0.0,4,0,1
0,2,0,13.5,0.0,0,0,1
0,3,0,8.05,0.0,0,0,1
1,3,1,7.7333,2.0,2,0,1
0,1,0,110.8833,1.0,0,2,0
0,3,0,7.65,0.0,0,0,1
1,1,1,227.525,1.0,1,1,0
1,1,0,26.2875,0.0,0,0,1
0,3,1,14.4542,1.0,2,1,0
0,3,0,7.7417,2.0,0,0,1
0,3,0,7.8542,0.0,0,1,0
0,2,0,26.0,0.0,0,0,1
1,2,1,13.5,0.0,1,0,1
1,1,0,26.2875,0.0,0,0,1
1,1,1,151.55,0.0,2,0,1
1,3,0,15.2458,1.0,3,2,0
1,1,1,49.5042,1.0,2,0,1
0,1,0,26.55,0.0,0,0,1
1,1,0,52.0,0.0,0,1,0
0,3,0,9.4833,0.0,0,0,1
0,2,0,13.0,0.0,0,0,1
0,3,0,7.65,0.0,0,0,1
1,1,1,227.525,1.0,2,0,1
1,2,1,10.5,0.0,2,0,1
0,3,0,15.5,2.0,0,0,1
0,3,0,7.775,0.0,0,0,1
1,2,1,33.0,0.0,2,1,0
0,3,0,7.0542,0.0,0,1,0
0,2,0,13.0,0.0,0,0,1
0,2,0,13.0,0.0,0,0,1
1,1,0,53.1,0.0,0,1,0
0,3,0,8.6625,0.0,0,0,1
1,2,1,21.0,0.0,1,3,0
1,3,1,7.7375,2.0,2,0,1
0,2,0,26.0,0.0,0,1,0
0,3,1,7.925,0.0,2,1,0
1,1,1,211.3375,0.0,2,0,1
0,3,0,18.7875,1.0,0,0,1
0,2,0,0.0,0.0,0,0,1
0,2,0,13.0,0.0,0,0,1
0,2,0,13.0,0.0,0,0,1
0,3,0,16.1,0.0,0,0,1
0,3,1,34.375,0.0,1,4,0
1,1,0,512.3292,1.0,0,0,1
0,3,0,7.8958,0.0,0,0,1
0,3,0,7.8958,0.0,0,0,1
1,1,0,30.0,0.0,0,0,1
0,1,0,78.85,0.0,0,1,0
1,1,1,262.375,1.0,2,4,0
0,3,0,16.1,0.0,0,1,0
1,3,0,7.925,0.0,0,0,1
0,1,0,71.0,0.0,0,2,0
0,3,0,20.25,0.0,0,2,0
1,2,1,13.0,0.0,2,0,1
0,1,0,53.1,0.0,0,1,0
0,3,0,7.75,2.0,0,0,1
1,2,1,23.0,0.0,2,2,0
1,3,0,12.475,0.0,3,1,0
0,3,0,9.5,0.0,0,0,1
0,3,0,7.8958,0.0,0,0,1
1,2,1,65.0,0.0,1,3,0
1,2,0,14.5,0.0,3,2,0
0,3,0,7.7958,0.0,0,0,1
0,2,0,11.5,0.0,0,0,1
0,3,0,8.05,0.0,0,0,1
1,1,1,86.5,0.0,1,0,1
0,3,0,14.5,0.0,0,0,1
0,3,0,7.125,0.0,0,0,1
1,3,0,7.2292,1.0,0,0,1
1,1,1,120.0,0.0,1,3,0
0,3,0,7.775,0.0,0,0,1
1,1,1,77.9583,0.0,1,1,0
0,1,0,39.6,1.0,0,0,1
0,3,1,7.75,2.0,2,0,1
0,3,0,24.15,2.0,0,1,0
0,3,0,8.3625,0.0,0,0,1
0,3,0,9.5,0.0,0,0,1
0,3,0,7.8542,0.0,0,0,1
0,2,1,10.5,0.0,1,0,1
0,3,0,7.225,1.0,0,0,1
1,2,1,23.0,0.0,1,4,0
0,3,0,7.75,0.0,0,0,1
0,3,0,7.75,2.0,0,0,1
1,3,1,12.475,0.0,2,0,1
0,3,0,7.7375,2.0,0,0,1
1,1,1,211.3375,0.0,1,1,0
1,3,1,7.2292,1.0,2,0,1
1,1,1,57.0,0.0,1,1,0
0,1,0,30.0,0.0,0,0,1
0,3,0,23.45,0.0,0,3,0
0,3,0,7.05,0.0,0,0,1
0,3,0,7.25,0.0,0,0,1
1,3,1,7.4958,0.0,2,0,1
0,3,0,29.125,2.0,3,5,0
1,3,0,20.575,0.0,3,3,0
0,1,0,79.2,1.0,0,0,1
0,3,0,7.75,2.0,0,0,1
0,2,0,26.0,0.0,0,0,1
0,3,1,69.55,0.0,2,10,0
0,1,0,30.6958,1.0,0,0,1
0,3,0,7.8958,0.0,0,0,1
0,2,0,13.0,0.0,0,0,1
1,1,1,25.9292,0.0,0,0,1
1,3,1,8.6833,0.0,1,0,1
0,3,0,7.2292,1.0,0,0,1
0,3,1,24.15,0.0,1,2,0
0,2,0,13.0,0.0,0,0,1
1,2,1,26.25,0.0,1,2,0
1,1,0,120.0,0.0,3,3,0
1,3,0,8.5167,1.0,3,1,0
1,3,0,6.975,0.0,0,0,1
0,3,0,7.775,0.0,0,0,1
0,1,0,0.0,0.0,0,0,1
0,3,1,7.775,0.0,2,0,1
0,2,0,13.0,0.0,0,0,1
1,1,1,53.1,0.0,1,1,0
0,3,0,7.8875,0.0,0,0,1
0,3,0,24.15,0.0,0,0,1
0,2,0,10.5,0.0,0,0,1
0,3,1,31.275,0.0,2,6,0
0,3,0,8.05,0.0,0,0,1
0,1,0,0.0,0.0,0,0,1
0,3,1,7.925,0.0,2,0,1
0,2,0,37.0042,1.0,0,2,0
0,3,0,6.45,0.0,0,0,1
0,3,0,27.9,0.0,3,5,0
1,1,1,93.5,0.0,1,2,0
1,3,0,8.6625,0.0,0,0,1
0,1,0,0.0,0.0,4,0,1
1,3,1,12.475,0.0,1,1,0
0,3,0,39.6875,0.0,3,5,0
0,3,0,6.95,2.0,0,0,1
0,3,0,56.4958,0.0,0,0,1
1,2,0,37.0042,1.0,3,2,0
1,3,0,7.75,2.0,0,0,1
1,1,1,80.0,0.0,1,0,1
1,3,1,14.4542,1.0,1,1,0
1,2,0,18.75,0.0,3,2,0
0,3,0,7.2292,1.0,0,0,1
0,3,0,7.8542,0.0,0,0,1
0,3,0,8.3,0.0,0,0,1
1,1,1,83.1583,1.0,2,2,0
0,3,0,8.6625,0.0,0,0,1
0,3,0,8.05,0.0,0,0,1
1,3,0,56.4958,0.0,0,0,1
1,1,0,29.7,1.0,0,0,1
0,3,0,7.925,0.0,0,0,1
0,2,0,10.5,0.0,0,0,1
1,1,1,31.0,1.0,2,0,1
0,3,0,6.4375,1.0,0,0,1
0,3,0,8.6625,0.0,0,0,1
0,3,0,7.55,0.0,0,0,1
0,3,0,69.55,0.0,0,10,0
0,3,0,7.8958,1.0,0,0,1
0,2,0,33.0,0.0,4,1,0
1,1,1,89.1042,1.0,1,1,0
0,3,0,31.275,0.0,3,6,0
0,3,0,7.775,0.0,0,0,1
0,3,1,15.2458,1.0,2,2,0
1,1,1,39.4,0.0,2,1,0
0,2,1,26.0,0.0,1,1,0
1,3,1,9.35,0.0,1,1,0
1,1,1,164.8667,0.0,1,2,0
1,1,0,26.55,0.0,0,0,1
1,3,1,19.2583,1.0,1,3,0
0,3,0,7.2292,1.0,0,0,1
0,3,0,14.1083,0.0,0,2,0
0,2,0,11.5,0.0,0,1,0
1,1,1,25.9292,0.0,1,0,1
0,3,1,69.55,0.0,2,10,0
0,2,0,13.0,0.0,0,0,1
1,2,1,13.0,0.0,1,0,1
1,2,1,13.8583,1.0,2,1,0
0,1,0,50.4958,0.0,0,0,1
0,3,0,9.5,0.0,0,0,1
1,3,0,11.1333,0.0,3,2,0
0,3,0,7.8958,0.0,0,0,1
1,1,1,52.5542,0.0,1,2,0
