Survived,Pclass,Sex,Fare,Embarked,Initial,Family_Size,Alone
0,1,0,5.0,0.0,0,0,1
0,3,0,9.0,0.0,0,0,1
1,2,1,24.0,1.0,1,1,0
1,3,1,7.225,1.0,2,0,1
0,3,0,9.8458,0.0,0,0,1
0,3,0,7.8958,0.0,0,0,1
0,3,0,7.8958,0.0,0,0,1
1,1,1,83.1583,1.0,1,1,0
1,2,1,26.0,0.0,1,1,0
0,3,0,7.8958,0.0,0,0,1
0,3,1,10.5167,0.0,2,0,1
0,2,0,10.5,0.0,0,0,1
0,3,0,7.05,0.0,0,0,1
0,3,1,29.125,2.0,1,5,0
0,2,0,13.0,0.0,4,0,1
1,1,1,30.0,0.0,2,0,1
0,3,1,23.45,0.0,2,3,0
1,1,0,30.0,1.0,0,0,1
0,3,0,7.75,2.0,0,0,1
0,3,0,7.8292,2.0,0,0,1
1,3,1,7.0,0.0,1,1,0
0,2,0,9.6875,2.0,0,0,1
0,3,0,8.6625,0.0,0,0,1
1,3,1,12.2875,0.0,1,2,0
0,3,0,9.225,0.0,0,0,1
1,3,1,7.6292,2.0,2,0,1
0,2,0,29.0,0.0,0,2,0
1,3,1,7.2292,1.0,1,0,1
0,3,0,24.15,0.0,0,2,0
0,3,0,7.8958,0.0,0,0,1
0,1,0,26.0,0.0,0,0,1
1,1,1,82.2667,0.0,1,1,0
0,2,0,26.0,0.0,0,1,0
1,1,1,61.175,0.0,1,1,0
1,2,1,27.7208,1.0,1,1,0
0,2,0,12.35,2.0,0,0,1
0,3,0,7.225,1.0,0,0,1
1,3,1,7.925,0.0,2,1,0
1,3,1,7.225,1.0,1,0,1
0,1,0,59.4,1.0,0,1,0
0,3,0,3.1708,0.0,3,1,0
1,1,1,31.6833,0.0,1,0,1
0,1,0,61.3792,1.0,0,1,0
1,1,1,262.375,1.0,1,4,0
0,3,0,14.5,0.0,0,1,0
1,1,1,61.9792,1.0,2,1,0
0,3,0,7.225,1.0,0,0,1
0,1,0,30.5,0.0,0,0,1
0,3,0,21.6792,1.0,0,2,0
0,2,0,26.0,0.0,0,1,0
0,2,0,31.5,0.0,0,2,0
1,3,1,20.575,0.0,1,3,0
1,3,1,23.45,0.0,1,3,0
0,1,0,57.75,1.0,0,1,0
0,3,0,7.2292,1.0,0,0,1
1,3,1,8.05,0.0,2,0,1
1,3,1,8.6625,0.0,2,0,1
0,3,0,9.5,0.0,0,0,1
0,3,0,56.4958,0.0,0,0,1
0,3,0,13.4167,1.0,0,1,0
0,1,0,26.55,0.0,0,0,1
0,3,0,7.85,0.0,0,0,1
1,2,1,13.0,0.0,1,0,1
1,1,1,52.5542,0.0,1,1,0
0,3,0,7.925,0.0,0,0,1
0,1,0,29.7,1.0,0,0,1
0,3,0,7.75,2.0,0,0,1
1,1,1,76.2917,1.0,1,0,1
1,3,1,15.9,0.0,1,2,0
0,1,0,60.0,0.0,0,1,0
0,2,0,15.0333,1.0,0,0,1
1,2,1,23.0,0.0,2,3,0
1,1,1,263.0,0.0,2,5,0
0,2,0,15.5792,1.0,0,0,1
0,3,0,29.125,2.0,3,5,0
0,3,0,7.8958,0.0,0,0,1
0,3,0,7.65,0.0,0,0,1
0,3,0,16.1,0.0,0,1,0
1,1,1,262.375,1.0,2,0,1
0,3,0,7.8958,0.0,0,0,1
0,2,0,13.5,0.0,0,0,1
0,3,0,7.75,0.0,0,0,1
1,3,1,7.725,2.0,2,0,1
0,1,0,262.375,1.0,3,4,0
1,2,1,21.0,0.0,1,0,1
1,3,1,7.8792,2.0,2,0,1
0,1,0,42.4,0.0,0,0,1
0,1,0,28.5375,1.0,0,0,1
1,1,1,263.0,0.0,1,5,0
1,3,1,7.75,2.0,2,0,1
0,3,0,7.8958,0.0,0,0,1
1,3,1,7.925,0.0,2,0,1
0,1,0,27.7208,1.0,0,0,1
1,1,1,211.5,1.0,2,0,1
0,1,0,211.5,1.0,0,0,1
0,3,0,8.05,0.0,0,0,1
1,1,1,25.7,0.0,1,2,0
0,2,0,13.0,0.0,0,0,1
1,3,1,7.75,2.0,2,0,1
0,3,0,15.2458,1.0,3,2,0
0,1,0,221.7792,0.0,0,1,0
0,1,0,26.0,0.0,0,0,1
0,3,0,7.8958,0.0,0,0,1
0,2,0,10.7083,2.0,0,0,1
0,3,0,14.4542,1.0,0,1,0
1,3,1,7.8792,2.0,2,0,1
1,3,1,8.05,0.0,2,0,1
1,3,1,7.75,2.0,2,0,1
0,2,0,23.0,0.0,3,2,0
1,3,1,13.9,0.0,1,1,0
0,3,0,7.775,0.0,0,0,1
1,1,1,52.0,0.0,1,3,0
0,3,0,8.05,0.0,0,0,1
0,1,0,26.0,1.0,0,0,1
0,3,0,7.7958,0.0,0,0,1
1,1,1,78.85,0.0,1,1,0
0,3,0,7.925,0.0,0,0,1
1,3,1,7.8542,0.0,2,0,1
0,3,0,8.05,0.0,0,0,1
1,1,1,55.4417,1.0,1,1,0
0,2,0,26.0,0.0,0,1,0
0,3,0,7.75,2.0,0,0,1
0,3,0,7.775,0.0,0,0,1
1,3,1,8.5167,1.0,1,2,0
0,3,0,22.525,0.0,0,0,1
0,3,0,7.8208,2.0,0,0,1
0,3,0,7.75,2.0,0,0,1
0,3,0,8.7125,0.0,0,0,1
0,2,0,13.0,0.0,0,0,1
0,2,0,15.0458,1.0,0,0,1
1,3,1,7.7792,2.0,2,0,1
1,1,1,31.6792,1.0,2,0,1
1,3,1,7.2833,2.0,2,0,1
1,1,1,221.7792,0.0,1,1,0
0,3,0,14.4542,1.0,0,1,0
0,3,0,6.4375,1.0,0,0,1
1,3,1,16.7,0.0,2,2,0
0,1,0,75.2417,1.0,0,0,1
1,2,1,26.0,0.0,1,1,0
1,2,1,15.75,0.0,2,0,1
0,3,0,7.75,2.0,0,1,0
1,1,1,57.75,1.0,1,1,0
0,3,0,7.25,0.0,0,0,1
0,3,0,7.75,2.0,0,0,1
1,3,1,16.1,0.0,2,1,0
0,3,0,7.7958,0.0,0,0,1
1,3,1,23.25,2.0,2,2,0
0,2,0,13.0,0.0,0,0,1
0,3,0,8.05,0.0,0,0,1
0,3,0,8.05,0.0,0,0,1
0,1,0,28.5,1.0,4,0,1
1,3,1,25.4667,0.0,1,4,0
0,3,0,6.4375,1.0,0,1,0
0,3,0,7.8958,0.0,0,0,1
0,3,0,7.8542,0.0,0,0,1
0,3,0,7.225,1.0,0,0,1
0,2,0,13.0,0.0,0,0,1
1,3,1,8.05,0.0,2,0,1
0,3,0,46.9,0.0,0,7,0
1,3,1,46.9,0.0,2,7,0
1,1,1,151.55,0.0,2,0,1
0,1,0,262.375,1.0,0,4,0
0,2,0,26.0,0.0,0,0,1
0,1,0,26.55,0.0,0,0,1
0,3,0,18.0,0.0,0,3,0
0,1,0,51.8625,0.0,0,0,1
0,3,0,8.05,0.0,0,0,1
0,1,0,26.55,0.0,0,0,1
0,2,0,26.0,0.0,4,2,0
1,1,1,83.1583,1.0,1,1,0
0,3,0,7.8958,1.0,0,0,1
0,3,0,14.0,0.0,0,0,1
1,3,1,12.1833,0.0,1,2,0
0,3,0,31.3875,0.0,3,6,0
0,3,0,7.55,0.0,0,0,1
1,1,1,221.7792,0.0,2,0,1
1,3,1,7.8542,0.0,2,0,1
0,1,0,26.55,0.0,0,0,1
1,3,1,13.775,0.0,1,2,0
1,3,1,7.7333,2.0,2,0,1
0,3,0,15.2458,1.0,3,2,0
1,2,1,13.5,0.0,2,0,1
0,3,0,7.0,0.0,0,0,1
0,2,0,13.0,0.0,4,0,1
1,3,1,22.025,0.0,1,2,0
0,1,0,50.4958,1.0,0,0,1
0,3,0,34.375,0.0,0,4,0
1,1,1,27.7208,1.0,1,0,1
1,3,1,8.9625,0.0,2,0,1
0,3,0,7.55,0.0,0,0,1
0,3,0,7.225,1.0,0,0,1
0,3,0,13.9,0.0,0,1,0
0,3,0,7.2292,1.0,0,0,1
0,3,0,31.3875,0.0,0,6,0
1,2,1,39.0,0.0,2,2,0
1,2,1,36.75,0.0,2,0,1
0,1,0,55.4417,1.0,0,1,0
1,2,1,39.0,0.0,1,3,0
1,1,1,83.1583,1.0,1,2,0
0,2,0,13.0,0.0,0,0,1
0,1,0,83.1583,1.0,0,2,0
1,1,1,53.1,0.0,1,1,0
0,3,0,7.75,2.0,0,0,1
1,1,1,247.5208,1.0,1,2,0
0,2,0,16.0,0.0,0,0,1
1,2,1,21.0,0.0,2,1,0
0,3,0,8.05,0.0,0,2,0
1,3,1,69.55,0.0,2,10,0
0,2,0,13.0,0.0,0,0,1
0,2,0,26.0,0.0,0,1,0
0,1,0,26.0,0.0,0,0,1
0,3,0,14.5,0.0,3,2,0
0,2,0,12.35,2.0,0,0,1
0,2,0,32.5,0.0,3,2,0
0,3,0,7.8542,0.0,0,0,1
0,1,0,134.5,1.0,3,2,0
1,3,1,7.775,0.0,2,0,1
0,2,0,10.5,0.0,0,0,1
1,3,1,8.1125,0.0,1,0,1
1,3,1,15.5,2.0,2,0,1
0,3,0,14.4,0.0,3,2,0
0,1,0,227.525,1.0,4,1,0
1,2,1,26.0,0.0,2,2,0
0,2,0,10.5,0.0,0,0,1
0,1,0,25.7417,1.0,0,0,1
1,3,1,7.75,2.0,2,0,1
0,2,0,10.5,0.0,0,0,1
1,1,1,27.7208,1.0,2,0,1
0,3,0,7.8958,0.0,0,0,1
0,3,0,22.525,0.0,0,0,1
0,3,0,7.05,0.0,0,0,1
0,2,0,73.5,0.0,0,0,1
1,2,1,26.0,0.0,1,1,0
1,3,1,7.775,0.0,2,6,0
0,1,0,42.5,0.0,0,0,1
1,3,1,7.8792,2.0,2,0,1
0,1,0,164.8667,0.0,0,2,0
1,1,1,211.5,1.0,1,2,0
0,3,0,8.05,0.0,0,0,1
1,2,1,13.8583,1.0,2,1,0
0,3,0,8.05,0.0,0,0,1
1,2,1,10.5,0.0,1,0,1
0,3,0,7.7958,0.0,0,0,1
1,1,1,27.4458,1.0,1,0,1
1,3,1,15.2458,1.0,1,2,0
0,3,0,7.7958,0.0,0,0,1
1,3,1,7.75,2.0,2,0,1
0,3,0,15.1,0.0,0,0,1
0,2,0,13.0,0.0,0,0,1
0,2,0,65.0,0.0,0,0,1
1,1,1,26.55,0.0,2,0,1
0,3,0,6.4958,0.0,0,1,0
0,3,0,7.8792,2.0,0,0,1
0,1,0,71.2833,1.0,0,1,0
0,3,0,7.8542,0.0,0,0,1
0,1,0,75.25,1.0,0,1,0
0,3,0,7.225,1.0,0,0,1
1,2,1,13.0,0.0,2,2,0
1,1,1,106.425,1.0,1,1,0
1,1,1,27.7208,1.0,1,0,1
1,2,1,30.0,0.0,1,2,0
0,1,0,134.5,1.0,0,2,0
0,3,0,7.8875,0.0,0,0,1
0,3,0,23.45,0.0,3,3,0
0,1,0,51.8625,0.0,0,1,0
1,2,1,21.0,0.0,1,0,1
0,2,0,32.5,0.0,0,2,0
1,2,1,26.0,0.0,1,1,0
1,3,1,14.4542,1.0,1,1,0
1,2,1,27.75,0.0,2,3,0
0,3,0,7.925,0.0,0,0,1
0,1,0,136.7792,1.0,0,1,0
0,3,0,9.325,0.0,0,0,1
0,3,0,9.5,0.0,0,0,1
0,3,0,7.55,0.0,0,0,1
0,3,0,7.75,2.0,0,0,1
0,3,0,8.05,0.0,0,0,1
1,2,1,13.0,0.0,2,0,1
0,3,0,7.775,0.0,0,0,1
0,3,0,17.4,0.0,0,1,0
0,3,0,7.8542,0.0,0,0,1
1,2,1,23.0,0.0,1,2,0
1,3,1,12.1833,0.0,2,2,0
0,2,0,12.7375,1.0,0,0,1
0,3,0,7.8958,0.0,0,0,1
0,1,0,0.0,0.0,0,0,1
0,3,0,7.55,0.0,0,0,1
1,3,1,8.05,0.0,2,0,1
0,3,0,8.6625,0.0,0,0,1
0,1,0,75.2417,1.0,0,0,1
0,3,0,7.75,2.0,0,0,1
1,1,1,136.7792,1.0,1,1,0
1,3,1,15.5,2.0,2,1,0
0,3,0,7.225,1.0,0,0,1
1,2,1,26.0,0.0,2,1,0
0,2,0,10.5,0.0,0,0,1
0,2,0,26.0,0.0,0,1,0
0,2,0,21.0,0.0,0,1,0
0,2,0,10.5,0.0,0,0,1
1,3,1,8.6625,0.0,2,0,1
0,3,0,13.775,0.0,3,2,0
1,3,1,7.75,2.0,2,0,1
1,3,1,15.2458,1.0,2,2,0
1,3,1,20.2125,0.0,2,2,0
0,3,0,7.25,0.0,0,0,1
0,3,0,7.25,0.0,0,0,1
0,1,0,82.2667,0.0,0,1,0
0,3,0,7.2292,1.0,0,0,1
0,3,0,8.05,0.0,0,0,1
0,1,0,39.6,0.0,0,0,1
1,3,1,6.95,2.0,2,0,1
0,3,0,7.2292,1.0,0,0,1
0,1,0,81.8583,0.0,0,2,0
0,3,0,9.5,0.0,0,0,1
0,3,0,7.8958,0.0,0,0,1
1,2,1,41.5792,1.0,2,3,0
0,3,0,21.6792,1.0,0,2,0
0,1,0,45.5,0.0,0,0,1
0,3,0,7.8542,0.0,0,0,1
0,3,0,7.775,0.0,0,0,1
0,2,0,15.0458,1.0,0,0,1
0,2,0,21.0,0.0,0,1,0
0,3,0,8.6625,0.0,0,0,1
1,3,1,7.75,2.0,2,0,1
1,1,1,26.55,0.0,1,2,0
0,1,0,151.55,0.0,0,3,0
0,3,0,9.35,0.0,3,1,0
0,1,0,93.5,0.0,0,2,0
1,3,1,14.1083,0.0,1,1,0
0,3,0,8.6625,0.0,0,0,1
0,3,0,7.225,1.0,0,0,1
0,3,0,7.575,0.0,0,0,1
1,3,1,7.75,2.0,2,0,1
1,1,1,135.6333,1.0,1,0,1
1,3,1,7.7333,2.0,2,0,1
0,1,0,146.5208,1.0,0,1,0
0,2,0,10.5,0.0,0,0,1
0,3,0,7.8542,0.0,0,0,1
0,2,0,31.5,0.0,0,2,0
0,3,0,7.775,0.0,0,0,1
0,3,0,7.2292,1.0,0,0,1
0,2,0,13.0,0.0,0,0,1
0,1,0,26.55,0.0,0,0,1
1,1,1,211.3375,0.0,2,0,1
0,3,0,7.05,0.0,0,0,1
1,2,1,39.0,0.0,2,3,0
0,1,0,79.2,1.0,0,0,1
0,2,0,26.0,0.0,0,1,0
0,2,0,13.0,0.0,0,0,1
1,2,1,36.75,0.0,1,2,0
0,1,0,29.7,1.0,0,0,1
0,3,0,7.225,1.0,0,0,1
1,3,1,15.7417,1.0,1,2,0
0,3,0,7.8958,0.0,0,0,1
0,1,0,26.0,0.0,0,0,1
0,2,0,13.0,0.0,0,0,1
0,3,0,7.2292,1.0,0,2,0
0,2,0,31.5,0.0,0,0,1
0,3,0,7.2292,1.0,3,0,1
0,2,0,10.5,0.0,0,0,1
0,3,0,7.5792,0.0,0,0,1
0,3,0,69.55,0.0,0,10,0
1,1,1,512.3292,1.0,1,1,0
0,3,0,14.5,0.0,3,2,0
1,3,1,7.65,0.0,2,0,1
0,2,0,13.0,0.0,0,0,1
1,3,1,7.2292,1.0,1,0,1
0,2,0,13.5,0.0,0,0,1
1,2,1,21.0,0.0,2,0,1
1,1,1,63.3583,1.0,1,1,0
0,2,0,10.5,0.0,0,0,1
0,2,0,73.5,0.0,0,0,1
0,2,0,65.0,0.0,0,3,0
1,3,1,20.575,0.0,2,3,0
0,1,0,26.0,0.0,0,0,1
1,1,1,51.4792,0.0,1,2,0
0,3,0,7.8792,0.0,0,0,1
0,3,0,7.75,2.0,0,0,1
1,3,1,15.55,0.0,1,1,0
0,3,0,69.55,0.0,3,10,0
1,2,1,37.0042,1.0,1,2,0
1,2,1,21.0,0.0,1,0,1
0,3,0,8.6625,0.0,0,0,1
1,1,1,55.4417,1.0,1,1,0
1,3,1,69.55,0.0,1,10,0
0,3,0,14.4583,1.0,0,1,0
1,3,1,39.6875,0.0,2,0,1
1,1,1,59.4,1.0,1,1,0
0,2,0,13.8583,1.0,0,0,1
0,2,0,11.5,0.0,0,1,0
1,1,1,134.5,1.0,2,0,1
0,1,0,0.0,0.0,0,0,1
0,2,0,13.0,0.0,0,0,1
1,1,1,81.8583,0.0,1,2,0
1,1,1,262.375,1.0,2,0,1
1,3,1,8.6625,0.0,2,2,0
0,2,0,11.5,0.0,0,0,1
0,1,0,50.0,0.0,0,0,1
0,3,0,31.3875,0.0,3,6,0
0,3,0,7.75,2.0,0,0,1
0,3,0,7.8792,2.0,0,0,1
1,3,1,14.5,0.0,1,0,1
1,3,1,16.1,0.0,1,1,0
0,2,0,12.875,0.0,0,0,1
1,2,1,65.0,0.0,2,3,0
0,3,0,7.775,0.0,0,0,1
0,2,0,13.0,0.0,0,0,1
0,3,0,7.75,2.0,0,0,1
0,3,0,21.075,0.0,3,4,0
0,1,0,93.5,0.0,0,0,1
1,1,1,39.4,0.0,1,1,0
0,3,0,20.25,0.0,3,2,0
0,2,0,10.5,0.0,0,0,1
0,3,0,22.025,0.0,0,4,0
1,1,1,60.0,0.0,1,1,0
0,3,0,7.25,2.0,0,0,1
1,1,1,79.2,1.0,1,2,0
0,3,0,7.775,0.0,0,0,1
0,3,0,7.7333,2.0,0,0,1
1,1,1,164.8667,0.0,2,0,1
0,2,0,21.0,0.0,0,1,0
1,1,1,59.4,1.0,2,1,0
0,1,0,47.1,0.0,0,0,1
0,1,0,27.7208,1.0,0,1,0
0,2,0,13.8625,1.0,0,0,1
0,2,0,10.5,0.0,0,1,0
0,1,0,211.5,1.0,0,2,0
1,3,1,7.7208,2.0,2,0,1
1,3,1,13.775,0.0,2,2,0
1,3,1,7.75,2.0,2,0,1
1,1,1,90.0,2.0,1,1,0
1,3,1,7.775,0.0,2,0,1
0,3,0,8.05,0.0,0,0,1
1,1,1,108.9,1.0,4,0,1
0,3,0,7.25,0.0,0,0,1
0,3,0,8.05,0.0,0,0,1
0,3,0,22.3583,1.0,3,2,0
